,Encoding,CRF,TMO,Temporal,Spatial,Content,SurealMOS
272,hlg,31,Rana19TMO,smooth,desat_0.5,Birds,44.79647656886031
273,hlg,39,Reinhard12TMO,smooth,viewing_cond_red,Birds,45.59837463883511
274,hlg,31,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Birds,44.475606695363055
275,hlg,31,ITU21TMO,shot,peak_hdr_1000000.0,Sculpture,48.496169068584265
276,hlg,23,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Fall,49.379278929294784
277,hlg,23,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Blinds,49.026406570609716
278,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Birds,44.68112505054509
279,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing4,45.88084353981943
280,pq,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Light3,55.31422094725454
281,pq,39,HableTMO,shot,desat_0.25,CourtYard,46.96911459878294
282,pq,39,ITU21TMO,shot,peak_hdr_10000.0,Light3,39.212525457575246
283,hlg,31,HableTMO,shot,desat_0.0,Snow3,55.606547815856835
284,hlg,23,HableTMO,shot,desat_0.25,Snow3,52.214429126036315
285,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_1,Snow3,58.10083089737529
286,pq,23,Shan12TMO,smooth,wavelet_haar_levels_2,CourtYard,51.85070594728128
287,hlg,23,Shan12TMO,smooth,wavelet_haar_levels_3,Blinds,51.46529960008787
288,hlg,39,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Fall,50.758433980554706
289,hlg,23,HableTMO,framewise,desat_0.75,Snow3,43.318705462677414
290,pq,31,Yang21TMO,smooth,desat_0.25,CourtYard,62.671243500194265
291,hlg,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Blinds,47.265216036336945
292,hlg,39,Yang21TMO,shot,desat_0.0,Blinds,42.908159344021016
293,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Blinds,47.885205318650335
294,pq,31,Reinhard12TMO,smooth,viewing_cond_red,Skyscraper,59.138315420450795
295,hlg,31,Rana19TMO,smooth,desat_0.75,Snow3,41.3352846677798
296,hlg,31,Oskarsson17TMO,framewise,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Fall,49.351680368796956
297,pq,23,HableTMO,smooth,desat_0.5,Chasing4,41.94939284679321
298,pq,39,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,NighTraffic,49.98369550920415
299,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.25,Skyscraper,64.75383253458185
300,pq,23,Rana19TMO,smooth,desat_0.75,CourtYard,37.180301182408655
301,pq,39,HableTMO,framewise,desat_0.5,Chasing3,47.52552971264201
302,hlg,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Snow1,46.92407989951973
303,pq,39,Reinhard12TMO,shot,viewing_cond_neutral,Daylight1,46.55406321629513
304,pq,31,Rana19TMO,framewise,desat_0.0,Chasing1,47.19727186115434
305,hlg,23,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Snow2,57.409672202454125
306,hlg,31,ITU21TMO,shot,peak_hdr_10000.0,Lights2,53.91373753236577
307,pq,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Flowers,69.81579303138298
308,hlg,23,HableTMO,shot,desat_0.25,Buildings,55.3357558205057
309,pq,39,Rana19TMO,smooth,desat_0.5,CargoBoat,31.44688449526267
310,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset1,51.284849207755336
311,pq,39,ITU21TMO,smooth,peak_hdr_100000.0,Flowers,48.1648299946396
312,pq,23,Yang21TMO,framewise,desat_0.25,Flowers,60.693072998149525
313,pq,23,Rana19TMO,framewise,desat_0.75,Flowers,37.54573438512519
314,pq,31,Eilertsen15TMO,shot,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Flowers,71.07565546188629
315,hlg,23,Reinhard12TMO,framewise,viewing_cond_blue,Buildings,54.9680561209348
316,hlg,23,ITU21TMO,smooth,peak_hdr_1000000.0,Sunset1,46.03557678968799
317,pq,31,HableTMO,shot,desat_0.5,Chasing1,48.394119919645945
318,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,CargoBoat,35.744039955999035
319,pq,23,Shan12TMO,smooth,wavelet_haar_levels_3,Daylight1,58.33686265454367
320,pq,31,HableTMO,smooth,desat_0.75,Chasing1,44.55761437855874
321,hlg,31,Yang21TMO,shot,desat_0.0,Sunset1,42.75911095914752
322,pq,23,HableTMO,shot,desat_0.75,Chasing3,51.37730716637187
323,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,Chasing1,69.89969156870032
324,hlg,39,HableTMO,smooth,desat_0.0,Snow2,48.86198126353908
325,hlg,39,HableTMO,framewise,desat_0.0,Snow2,47.266536531190745
326,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing3,45.19190757081575
327,hlg,39,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Snow1,40.19479562048177
328,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,59.021667727059956
329,pq,39,Reinhard12TMO,smooth,viewing_cond_green,CargoBoat,40.11603032870602
330,pq,31,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,CargoBoat,39.73041856004795
331,hlg,39,Yang21TMO,shot,desat_0.5,Sunset1,38.91957978476495
332,pq,23,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Flowers,50.189495461158636
333,hlg,39,HableTMO,smooth,desat_0.5,Snow2,42.65422684576644
334,pq,39,ITU21TMO,shot,peak_hdr_10000.0,Flowers,47.335325891087685
335,hlg,39,Yang21TMO,shot,desat_0.0,Snow2,43.09736264619026
336,hlg,39,Yang21TMO,smooth,desat_0.5,Sunset1,32.31354815614963
337,hlg,31,Rana19TMO,smooth,desat_0.0,Buildings,48.86840834979578
338,hlg,31,Yang21TMO,smooth,desat_0.5,Buildings,46.09732336054132
339,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Buildings,57.28033988796471
340,pq,39,ITU21TMO,framewise,peak_hdr_10000.0,CargoBoat,32.30899883960333
341,hlg,39,Oskarsson17TMO,shot,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights2,42.09978657202738
342,hlg,23,Reinhard12TMO,smooth,viewing_cond_red,Sunset1,50.231890622709344
343,hlg,31,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Snow2,56.84682385300942
344,hlg,39,HableTMO,shot,desat_0.0,Lights2,50.25463974633215
345,pq,31,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Chasing1,45.50871269583829
346,pq,39,Yang21TMO,shot,desat_0.25,Chasing1,48.01420551147594
347,hlg,31,HableTMO,smooth,desat_0.0,Snow1,52.58436382685549
348,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_1,Lights2,58.78036205019493
349,hlg,39,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights2,51.79754872026535
350,hlg,31,HableTMO,shot,desat_0.75,Snow1,42.22669150507903
351,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Lights2,47.320803319393804
352,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Buildings,53.76898680291233
353,pq,39,Reinhard12TMO,smooth,viewing_cond_blue,CargoBoat,41.27147262801243
354,pq,31,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Flowers,59.41901626655986
355,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,39.32458974619081
356,hlg,23,DolbyVisionTMO,framewise,None,Buildings,51.061618737256325
357,pq,31,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Daylight1,58.57782035664683
358,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Chasing1,57.5869913580492
359,pq,31,Reinhard12TMO,shot,viewing_cond_green,Daylight1,54.65718589328719
360,hlg,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Snow2,37.50359855338927
361,hlg,39,ITU21TMO,shot,peak_hdr_1000000.0,Snow2,41.41086350759646
362,pq,39,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Daylight1,44.25570003337501
363,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Chasing3,52.17825165855137
364,hlg,23,Shan12TMO,shot,wavelet_haar_levels_2,Snow1,55.430030068457164
365,hlg,31,Rana19TMO,smooth,desat_0.25,Sunset1,39.26680769552218
366,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Chasing3,59.73399955668459
367,hlg,39,DolbyVisionTMO,smooth,None,Lights2,55.33200974550106
368,hlg,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.75,Snow1,46.056234346451475
369,pq,23,Eilertsen15TMO,framewise,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Chasing3,56.76223652003419
370,pq,31,Reinhard12TMO,smooth,viewing_cond_blue,CargoBoat,53.72086220481621
371,pq,39,DolbyVisionTMO,framewise,None,Chasing3,45.953834860967234
372,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CargoBoat,31.735026244607113
373,pq,23,Rana19TMO,shot,desat_0.5,Chasing3,48.0587370021148
374,hlg,39,ITU21TMO,framewise,peak_hdr_1000.0,Lights2,48.65668247042549
375,hlg,23,ExpertTM,None,None,Snow1,59.431105880041954
376,pq,31,HableTMO,smooth,desat_0.75,Bonfire,36.85103698433022
377,hlg,39,Yang21TMO,shot,desat_0.5,Lights1,35.05658621596503
378,hlg,39,HableTMO,shot,desat_0.0,Moon,45.90089405564161
379,hlg,23,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Moon,44.75685505514894
380,pq,23,Oskarsson17TMO,smooth,num_clusters_32_hist_context_7_channelwise_model_weight_0.7,Light4,59.954093558225225
381,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Bonfire,28.312188429394393
382,hlg,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Moon,41.49745228441253
383,hlg,23,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CoffeeShop,49.7843470428093
384,hlg,31,Yang21TMO,smooth,desat_0.0,CoffeeShop,42.980989984624
385,pq,23,HableTMO,shot,desat_0.0,Light4,57.24096208017459
386,pq,23,Reinhard12TMO,smooth,viewing_cond_green,OfficeBuilding,60.04028606118797
387,hlg,31,Rana19TMO,framewise,desat_0.5,Hockey,36.89243815070258
388,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,Sunset2,59.87844113853318
389,pq,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Porsche,63.648216542678426
390,pq,23,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,UrbanLandmark,46.323965208385786
391,hlg,23,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Sunset2,43.78921334400112
392,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Bonfire,41.086537103362005
393,hlg,31,ITU21TMO,smooth,peak_hdr_1000.0,Sunset2,54.56802085576044
394,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,50.610226513292915
395,pq,23,Rana19TMO,shot,desat_0.0,Bonfire,31.090377915271482
396,hlg,31,Yang21TMO,framewise,desat_0.0,Lights1,39.240705255325885
397,hlg,23,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Lights1,48.99418989061238
398,hlg,39,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.0,CoffeeShop,50.86887806220163
399,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,Bonfire,30.320215659836837
400,pq,39,Shan12TMO,shot,wavelet_haar_levels_2,UrbanLandmark,22.6981482590298
401,hlg,39,Yang21TMO,shot,desat_0.25,Moon,32.6583813525116
402,pq,39,Durand02TMO,framewise,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,UrbanLandmark,42.1460454343439
403,pq,39,Shan12TMO,smooth,wavelet_haar_levels_1,OfficeBuilding,42.846691165062836
404,pq,31,Shan12TMO,framewise,wavelet_haar_levels_1,OfficeBuilding,50.183184514712394
405,hlg,23,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,CoffeeShop,57.279805616197194
406,hlg,39,HableTMO,smooth,desat_0.75,Hockey,33.04010665319527
407,hlg,23,Rana19TMO,framewise,desat_0.75,Moon,32.97379560655508
408,hlg,31,Durand02TMO,shot,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,CoffeeShop,57.85248796859392
409,pq,23,Oskarsson17TMO,shot,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Light4,55.90874729975216
410,hlg,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Moon,45.82518990410519
411,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.0,OfficeBuilding,46.54113679769388
412,pq,39,ITU21TMO,smooth,peak_hdr_1000.0,UrbanLandmark,31.689423832092622
413,pq,39,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Porsche,52.57494637855758
414,pq,39,Reinhard12TMO,framewise,viewing_cond_blue,UrbanLandmark,42.64298059607205
415,pq,39,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,OfficeBuilding,43.20800650604606
416,hlg,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,48.12821978576837
417,pq,23,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,UrbanLandmark,45.760575804603604
418,hlg,31,Durand02TMO,framewise,num_segments_None_base_contrast_10_downsampling_factor_10_influence_function_gaussian_desat_0.0,Sunset2,56.80228680983096
419,pq,31,Yang21TMO,smooth,desat_0.75,Bonfire,34.85515697487494
420,pq,23,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Light4,64.7098599345088
421,pq,39,HableTMO,framewise,desat_0.0,OfficeBuilding,44.1545966572873
422,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,Porsche,60.139883868625745
423,hlg,31,Yang21TMO,framewise,desat_0.25,CoffeeShop,42.39796344520423
424,pq,31,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Porsche,74.72233290709573
425,hlg,39,Shan12TMO,shot,wavelet_haar_levels_4,Hockey,33.80426409439554
426,hlg,23,ITU21TMO,smooth,peak_hdr_10000.0,CoffeeShop,56.87137835269804
427,hlg,31,Yang21TMO,framewise,desat_0.75,Hockey,32.84508931765575
428,hlg,23,Rana19TMO,smooth,desat_0.25,Sunset2,45.39199744304046
429,hlg,39,Eilertsen15TMO,shot,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Lights1,42.350988722756924
430,hlg,23,HableTMO,shot,desat_0.75,Moon,51.763789527259085
431,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_4,CoffeeShop,46.601619784509204
432,pq,23,Shan12TMO,shot,wavelet_haar_levels_4,Light4,57.90025716491159
433,pq,23,ExpertTM,None,None,UrbanLandmark,63.92386933835113
434,hlg,23,Reinhard12TMO,shot,viewing_cond_red,Hockey,50.91276395317536
435,pq,39,Durand02TMO,shot,num_segments_None_base_contrast_10000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Porsche,60.364880495689604
436,hlg,39,Shan12TMO,shot,wavelet_haar_levels_1,Lights1,47.270724995314104
437,pq,31,Durand02TMO,smooth,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Porsche,75.46246277816427
438,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_2,Lights1,55.96031530336079
439,hlg,23,ITU21TMO,smooth,peak_hdr_1000.0,Moon,47.8040636680322
440,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Light4,56.290143514033716
441,pq,31,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,OfficeBuilding,45.61212042121122
442,hlg,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,Lights1,55.97650615300886
443,pq,39,Eilertsen15TMO,smooth,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,Porsche,59.01812650448402
444,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.5,Hockey,44.11789109019686
445,hlg,23,HableTMO,shot,desat_0.5,Hockey,45.09701142720582
446,hlg,31,Reinhard12TMO,smooth,viewing_cond_red,Sunset2,58.628442791748334
447,hlg,31,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.25,Hockey,47.067901593145535
448,pq,39,HableTMO,framewise,desat_0.25,Bonfire,38.70381127646799
449,hlg,31,Eilertsen15TMO,smooth,bin_width_0.03_noise_a_5e-08_noise_b_1e-09_desat_0.0,Sunset2,45.94876215755564
450,pq,23,Yang21TMO,shot,desat_0.0,golf2,59.279582908561224
451,pq,39,Yang21TMO,shot,desat_0.5,firework,34.59795649638609
452,pq,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.5,Light2,53.10896417253603
453,pq,39,HableTMO,shot,desat_0.25,golf2,36.330692150424134
454,pq,31,Reinhard12TMO,framewise,viewing_cond_blue,football3,47.60093797152958
455,hlg,39,DolbyVisionTMO,framewise,None,Trees,63.09134817612916
456,hlg,23,Reinhard12TMO,smooth,viewing_cond_red,Sunroom,65.26209757041788
457,hlg,39,Durand02TMO,framewise,num_segments_None_base_contrast_100_downsampling_factor_10_influence_function_gaussian_desat_0.0,Nativity,51.71492780662543
458,pq,39,HableTMO,shot,desat_0.0,firework,39.26448544602021
459,hlg,31,Shan12TMO,smooth,wavelet_haar_levels_2,CarPark,58.84081131209902
460,pq,31,Eilertsen15TMO,smooth,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,Light2,39.99196000315633
461,pq,39,Shan12TMO,smooth,wavelet_haar_levels_4,firework,27.39661823907587
462,pq,23,Durand02TMO,smooth,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,CenterPanorama,53.638059187448654
463,hlg,31,ITU21TMO,framewise,peak_hdr_10000.0,Sunroom,61.835964193500345
464,hlg,23,Oskarsson17TMO,framewise,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,Trees,61.34482779451638
465,pq,23,Reinhard12TMO,smooth,viewing_cond_green,CenterPanorama,52.83364583922244
466,pq,23,Durand02TMO,shot,num_segments_None_base_contrast_1000_downsampling_factor_10_influence_function_gaussian_desat_0.0,golf2,55.03866846607543
467,hlg,23,Shan12TMO,shot,wavelet_haar_levels_4,Trees,58.97002291349018
468,hlg,31,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.75,StainedGlass,46.78046435824699
469,pq,39,Rana19TMO,framewise,desat_0.75,firework,25.825042168331922
470,pq,31,HableTMO,framewise,desat_0.5,football3,34.422308900002
471,hlg,39,Oskarsson17TMO,smooth,num_clusters_8_hist_context_7_channelwise_model_weight_0.7,Nativity,39.49161991443552
472,pq,31,HableTMO,smooth,desat_0.75,Light2,53.349321873904394
473,pq,31,Oskarsson17TMO,smooth,num_clusters_64_hist_context_7_channelwise_model_weight_0.7,football3,50.008237348891335
474,hlg,23,Oskarsson17TMO,shot,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Nativity,55.793072536238626
475,hlg,31,ExpertTM,None,None,CarPark,63.95138566515661
476,hlg,39,ColorTransformTMO,smooth,None,CarPark,48.88209945971301
477,hlg,31,Reinhard02TMO,smooth,key_0.18_mode_global_desat_0.25,Trees,59.870170057888444
478,pq,39,Yang21TMO,smooth,desat_0.25,firework,32.30936031948449
479,pq,23,Rana19TMO,smooth,desat_0.0,CenterPanorama,36.22494764234803
480,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_3,CarPark,49.886392285593054
481,hlg,23,HableTMO,shot,desat_0.75,Nativity,41.03065579710881
482,pq,31,Rana19TMO,framewise,desat_0.75,football3,29.028204365989396
483,pq,31,Rana19TMO,framewise,desat_0.5,golf2,30.6052517880297
484,hlg,39,Eilertsen15TMO,framewise,bin_width_0.01_noise_a_5e-08_noise_b_1e-09_desat_0.0,Nativity,50.17117671983165
485,pq,39,Yang21TMO,shot,desat_0.0,golf2,56.336758627466594
486,pq,31,Oskarsson17TMO,smooth,num_clusters_16_hist_context_7_channelwise_model_weight_0.7,Light2,47.06267639992836
487,pq,31,Yang21TMO,framewise,desat_0.5,Light2,48.29589275976926
488,pq,31,Shan12TMO,smooth,wavelet_haar_levels_4,Light2,50.20831515093116
489,hlg,39,Rana19TMO,smooth,desat_0.5,StainedGlass,39.76562201421639
490,hlg,23,Rana19TMO,shot,desat_0.0,StainedGlass,62.46316572800106
491,pq,39,Reinhard12TMO,smooth,viewing_cond_neutral,Light2,42.682674073045874
492,pq,23,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,football3,44.27901522340081
493,hlg,23,HableTMO,smooth,desat_0.5,CarPark,50.23767234044409
494,hlg,23,Eilertsen15TMO,framewise,bin_width_0.1_noise_a_5e-08_noise_b_1e-09_desat_0.0,StainedGlass,58.476590839460776
495,pq,23,ITU21TMO,shot,peak_hdr_10000.0,golf2,44.19603794183398
496,pq,39,Reinhard02TMO,shot,key_0.18_mode_global_desat_0.75,golf2,31.41896785572103
497,pq,31,ITU21TMO,shot,peak_hdr_1000000.0,CenterPanorama,42.17463356795019
498,hlg,39,Shan12TMO,framewise,wavelet_haar_levels_3,Nativity,45.108308226196456
499,pq,31,Eilertsen15TMO,shot,bin_width_0.3_noise_a_5e-08_noise_b_1e-09_desat_0.0,firework,65.86798282182981
500,pq,39,ITU21TMO,shot,peak_hdr_10000.0,CenterPanorama,31.129426780202323
501,hlg,39,Reinhard02TMO,framewise,key_0.18_mode_global_desat_0.0,Sunroom,49.092042632479426
502,hlg,23,Shan12TMO,framewise,wavelet_haar_levels_1,Nativity,60.504434625365036
